Gridcode,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
100042,26.892 ,12.544 ,48.798 ,486.027 ,38.737 ,13.022 ,25.716 ,32.411 ,21.834 ,32.222 ,20.469 ,1325.328 ,188.156 ,52.438 ,40.473 ,511.609 ,202.406 ,468.844 ,237.203 
100043,26.797 ,12.232 ,48.442 ,479.129 ,38.426 ,13.175 ,25.251 ,32.283 ,21.911 ,32.082 ,20.490 ,1280.181 ,185.208 ,48.167 ,40.837 ,493.306 ,190.861 ,447.264 ,221.264 
100044,26.606 ,12.147 ,48.732 ,467.379 ,37.878 ,12.957 ,24.921 ,31.925 ,21.921 ,31.778 ,20.475 ,1260.944 ,169.431 ,49.444 ,36.282 ,441.125 ,199.569 ,411.111 ,220.764 
100045,26.720 ,10.912 ,46.613 ,451.125 ,37.413 ,14.017 ,23.397 ,31.332 ,22.277 ,31.698 ,20.808 ,1270.250 ,175.300 ,52.683 ,34.788 ,429.350 ,218.817 ,374.617 ,229.583 
100046,26.503 ,11.492 ,45.811 ,508.547 ,37.897 ,12.829 ,25.068 ,32.201 ,21.185 ,32.043 ,19.781 ,1381.069 ,173.292 ,54.764 ,33.803 ,486.625 ,248.458 ,470.333 ,287.500 
100047,26.517 ,12.231 ,47.540 ,504.843 ,38.350 ,12.606 ,25.744 ,32.258 ,21.249 ,32.061 ,19.861 ,1352.639 ,184.028 ,53.431 ,36.431 ,500.153 ,228.542 ,463.542 ,269.639 
100048,26.675 ,12.491 ,47.750 ,503.675 ,38.780 ,12.638 ,26.142 ,32.475 ,21.414 ,32.233 ,20.036 ,1317.438 ,185.500 ,50.016 ,38.189 ,494.469 ,209.766 ,450.844 ,248.359 
100049,26.771 ,12.064 ,47.328 ,492.564 ,38.476 ,12.982 ,25.494 ,32.435 ,21.678 ,32.194 ,20.271 ,1283.972 ,182.681 ,50.042 ,39.175 ,485.208 ,196.389 ,444.139 ,227.458 
100050,26.471 ,11.681 ,46.767 ,480.824 ,37.801 ,12.828 ,24.974 ,31.812 ,21.575 ,31.789 ,20.136 ,1274.486 ,167.000 ,51.722 ,34.685 ,436.750 ,210.194 ,408.458 ,230.083 
100051,26.687 ,10.424 ,44.597 ,466.526 ,37.424 ,14.079 ,23.345 ,31.400 ,22.003 ,31.826 ,20.526 ,1248.079 ,183.289 ,51.211 ,36.950 ,432.500 ,215.184 ,358.342 ,230.316 
100052,26.100 ,12.538 ,47.517 ,525.044 ,38.113 ,11.729 ,26.384 ,32.038 ,20.606 ,31.854 ,19.157 ,1403.873 ,178.714 ,61.889 ,31.814 ,482.794 ,259.698 ,459.556 ,295.825 
100053,26.160 ,12.530 ,47.506 ,522.841 ,38.349 ,11.990 ,26.359 ,32.171 ,20.784 ,31.949 ,19.295 ,1357.698 ,184.667 ,60.825 ,33.316 ,481.794 ,239.571 ,442.730 ,276.397 
100054,26.429 ,12.082 ,46.379 ,520.212 ,38.571 ,12.532 ,26.039 ,32.438 ,21.029 ,32.177 ,19.579 ,1321.696 ,183.893 ,58.857 ,34.895 ,478.107 ,221.571 ,437.786 ,259.696 
100055,26.660 ,12.100 ,46.546 ,509.360 ,38.640 ,12.644 ,25.995 ,32.583 ,21.341 ,32.290 ,19.943 ,1298.286 ,179.016 ,57.190 ,36.444 ,472.651 ,204.873 ,440.381 ,238.587 
100056,26.254 ,11.557 ,45.630 ,494.010 ,37.776 ,12.451 ,25.325 ,31.668 ,21.130 ,31.711 ,19.737 ,1326.270 ,167.667 ,59.889 ,33.206 ,450.841 ,225.746 ,428.683 ,241.016 
100057,26.322 ,10.069 ,43.061 ,477.147 ,37.094 ,13.731 ,23.364 ,31.139 ,21.517 ,31.586 ,20.031 ,1301.250 ,185.556 ,50.222 ,37.097 ,452.917 ,231.722 ,391.583 ,239.972 
100058,25.796 ,12.949 ,47.699 ,543.686 ,38.247 ,11.100 ,27.147 ,31.994 ,20.588 ,31.787 ,18.642 ,1411.500 ,184.556 ,64.042 ,31.039 ,479.694 ,261.569 ,448.319 ,296.306 
100059,25.911 ,12.978 ,47.807 ,539.388 ,38.447 ,11.297 ,27.150 ,32.135 ,20.363 ,31.882 ,18.832 ,1370.458 ,188.792 ,63.014 ,31.579 ,470.569 ,245.653 ,426.681 ,279.917 
100060,26.061 ,12.195 ,45.866 ,535.725 ,38.463 ,11.883 ,26.580 ,32.292 ,20.533 ,32.003 ,19.020 ,1355.047 ,184.063 ,61.141 ,32.847 ,473.438 ,227.781 ,438.859 ,264.141 
100061,26.053 ,12.074 ,45.803 ,524.579 ,38.235 ,11.875 ,26.360 ,32.053 ,20.589 ,31.899 ,19.164 ,1344.875 ,170.944 ,61.889 ,33.969 ,459.958 ,212.222 ,444.806 ,248.750 
100062,25.935 ,11.047 ,44.169 ,503.524 ,37.350 ,12.359 ,24.991 ,31.037 ,20.735 ,31.519 ,19.291 ,1343.279 ,168.353 ,66.853 ,32.996 ,453.559 ,227.235 ,424.662 ,244.338 
100063,25.282 ,12.450 ,45.835 ,562.160 ,37.818 ,10.672 ,27.145 ,31.780 ,23.345 ,31.535 ,17.922 ,1484.375 ,174.875 ,69.750 ,28.615 ,491.125 ,277.175 ,482.950 ,335.650 
100064,25.481 ,13.573 ,48.205 ,559.483 ,38.243 ,10.094 ,28.149 ,31.900 ,23.183 ,31.641 ,18.092 ,1428.365 ,185.048 ,67.556 ,28.702 ,473.048 ,267.746 ,440.381 ,313.794 
100065,25.556 ,13.173 ,47.305 ,554.333 ,38.333 ,10.502 ,27.832 ,31.997 ,20.532 ,31.684 ,18.252 ,1380.698 ,189.778 ,66.000 ,29.086 ,454.556 ,255.794 ,410.444 ,290.825 
100066,25.498 ,12.291 ,45.398 ,551.007 ,38.095 ,11.029 ,27.066 ,31.966 ,19.727 ,31.621 ,18.255 ,1388.393 ,184.179 ,64.929 ,30.225 ,465.696 ,246.286 ,435.143 ,281.161 
100067,25.573 ,11.827 ,44.717 ,536.384 ,37.757 ,11.311 ,26.446 ,31.614 ,19.963 ,31.554 ,18.530 ,1400.460 ,174.397 ,70.238 ,30.438 ,460.825 ,245.175 ,444.095 ,273.333 
100068,25.718 ,10.941 ,43.450 ,516.691 ,37.138 ,11.979 ,25.159 ,30.897 ,20.341 ,31.438 ,18.897 ,1354.618 ,172.265 ,70.294 ,31.824 ,453.676 ,241.794 ,407.412 ,258.941 
100069,24.927 ,12.592 ,45.103 ,593.437 ,37.722 ,9.817 ,27.905 ,31.895 ,22.835 ,31.550 ,17.158 ,1519.200 ,172.917 ,71.467 ,27.868 ,500.150 ,285.083 ,499.033 ,357.900 
100070,25.153 ,13.539 ,47.278 ,583.720 ,38.150 ,9.528 ,28.622 ,31.862 ,23.047 ,31.605 ,17.455 ,1510.203 ,175.609 ,71.297 ,28.148 ,498.859 ,276.078 ,488.016 ,356.984 
100071,25.203 ,13.665 ,47.575 ,576.324 ,38.200 ,9.486 ,28.714 ,31.856 ,23.101 ,31.536 ,17.583 ,1430.597 ,184.861 ,67.472 ,28.214 ,472.958 ,264.264 ,444.847 ,328.097 
100072,25.210 ,12.904 ,45.912 ,570.107 ,38.157 ,10.046 ,28.111 ,31.887 ,19.746 ,31.504 ,17.692 ,1380.236 ,187.847 ,65.931 ,28.947 ,452.083 ,257.236 ,421.347 ,299.417 
100073,25.353 ,12.019 ,44.000 ,566.203 ,38.156 ,10.845 ,27.311 ,32.052 ,19.361 ,31.636 ,17.920 ,1379.453 ,181.844 ,66.875 ,29.559 ,451.953 ,252.500 ,433.813 ,287.094 
100074,25.450 ,11.310 ,42.779 ,550.803 ,37.668 ,11.237 ,26.431 ,31.511 ,19.690 ,31.560 ,18.215 ,1378.556 ,170.153 ,71.486 ,28.572 ,436.639 ,258.514 ,422.556 ,286.528 
100075,24.633 ,10.312 ,38.980 ,625.387 ,36.585 ,10.143 ,26.443 ,30.950 ,27.977 ,31.563 ,16.488 ,1605.150 ,184.350 ,79.575 ,23.248 ,475.300 ,323.125 ,453.225 ,386.625 
100076,24.876 ,12.919 ,44.184 ,628.211 ,38.216 ,8.989 ,29.227 ,32.135 ,22.500 ,31.843 ,16.641 ,1554.405 ,173.243 ,75.270 ,26.149 ,503.568 ,294.676 ,494.784 ,365.351 
100077,24.819 ,13.308 ,45.059 ,622.740 ,38.276 ,8.746 ,29.530 ,32.057 ,22.495 ,31.765 ,16.659 ,1523.032 ,174.968 ,71.540 ,27.749 ,507.937 ,278.683 ,492.587 ,360.365 
100078,25.086 ,13.977 ,46.677 ,613.068 ,38.668 ,8.732 ,29.936 ,32.204 ,22.768 ,31.864 ,16.998 ,1482.107 ,180.679 ,69.768 ,28.050 ,501.571 ,265.196 ,483.518 ,350.411 
100079,25.056 ,13.746 ,46.448 ,600.187 ,38.524 ,8.930 ,29.594 ,32.081 ,22.773 ,31.681 ,17.135 ,1426.286 ,189.508 ,66.127 ,29.230 ,484.667 ,256.190 ,484.667 ,329.873 
100080,25.029 ,12.971 ,44.816 ,594.305 ,38.386 ,9.448 ,28.938 ,32.062 ,20.586 ,31.616 ,17.195 ,1395.571 ,190.524 ,65.079 ,29.905 ,464.302 ,257.921 ,464.302 ,308.143 
100081,25.216 ,12.080 ,42.939 ,589.043 ,38.409 ,10.296 ,28.113 ,32.275 ,18.868 ,31.762 ,17.482 ,1372.786 ,182.804 ,67.786 ,29.879 ,444.125 ,253.750 ,443.375 ,286.286 
100082,25.386 ,10.990 ,40.988 ,571.960 ,37.902 ,11.096 ,26.806 ,31.350 ,19.402 ,31.728 ,17.890 ,1357.600 ,170.440 ,70.800 ,28.202 ,423.280 ,257.700 ,409.580 ,287.140 
100083,24.554 ,10.823 ,39.059 ,653.169 ,37.195 ,9.546 ,27.649 ,25.395 ,22.803 ,31.854 ,16.108 ,1724.846 ,195.359 ,95.256 ,21.423 ,491.077 ,366.462 ,484.538 ,422.282 
100084,24.395 ,11.590 ,40.984 ,650.759 ,37.279 ,9.027 ,28.252 ,31.952 ,24.405 ,31.622 ,15.946 ,1737.492 ,197.127 ,91.000 ,22.127 ,500.079 ,364.905 ,499.286 ,426.000 
100085,24.454 ,11.828 ,41.288 ,653.642 ,37.567 ,8.924 ,28.643 ,19.692 ,24.493 ,31.697 ,15.944 ,1683.097 ,195.139 ,90.542 ,21.775 ,482.611 ,351.569 ,471.639 ,411.944 
100086,24.500 ,11.986 ,41.427 ,658.700 ,37.722 ,8.792 ,28.930 ,16.498 ,22.294 ,31.794 ,15.914 ,1671.422 ,199.656 ,95.641 ,21.603 ,479.656 ,349.016 ,470.297 ,400.734 
100087,24.614 ,12.243 ,41.648 ,667.173 ,38.132 ,8.739 ,29.393 ,29.302 ,21.850 ,31.980 ,15.880 ,1677.273 ,201.023 ,95.477 ,21.961 ,487.818 ,339.500 ,487.227 ,403.091 
100088,24.687 ,12.871 ,43.096 ,657.498 ,38.463 ,8.594 ,29.869 ,32.358 ,22.000 ,31.960 ,16.079 ,1609.865 ,181.846 ,85.615 ,23.238 ,493.731 ,310.442 ,490.942 ,388.654 
100089,24.797 ,13.511 ,44.545 ,649.461 ,38.748 ,8.411 ,30.338 ,32.400 ,22.166 ,31.994 ,16.272 ,1568.250 ,177.219 ,78.719 ,25.284 ,500.063 ,292.078 ,492.828 ,377.938 
100090,24.942 ,13.732 ,44.883 ,645.329 ,38.986 ,8.417 ,30.569 ,32.549 ,22.354 ,32.106 ,16.464 ,1518.694 ,177.792 ,74.111 ,26.128 ,492.639 ,277.514 ,486.292 ,369.861 
100091,25.042 ,14.036 ,45.628 ,636.009 ,39.156 ,8.394 ,30.762 ,32.580 ,22.544 ,32.119 ,16.680 ,1488.875 ,186.125 ,69.516 ,27.078 ,491.375 ,265.953 ,490.813 ,355.016 
100092,24.864 ,13.622 ,44.953 ,626.735 ,38.899 ,8.594 ,30.304 ,32.354 ,22.438 ,31.854 ,16.635 ,1462.042 ,194.097 ,66.278 ,29.063 ,493.194 ,255.167 ,493.194 ,333.458 
100093,24.924 ,12.976 ,43.579 ,620.968 ,38.814 ,9.040 ,29.774 ,32.426 ,22.068 ,31.865 ,16.779 ,1434.667 ,190.681 ,65.389 ,29.604 ,478.375 ,257.236 ,478.375 ,317.153 
100094,25.331 ,11.344 ,40.259 ,611.406 ,38.545 ,10.402 ,28.144 ,32.320 ,18.694 ,32.152 ,17.316 ,1407.375 ,180.813 ,67.531 ,29.020 ,443.969 ,262.719 ,441.453 ,297.609 
100095,25.317 ,10.288 ,38.360 ,594.825 ,37.845 ,11.050 ,26.795 ,31.002 ,19.007 ,31.925 ,17.527 ,1387.900 ,174.700 ,68.700 ,28.508 ,437.225 ,263.125 ,414.075 ,296.275 
100096,24.475 ,10.065 ,36.860 ,663.615 ,37.130 ,9.850 ,27.280 ,15.850 ,20.523 ,31.922 ,15.910 ,1723.525 ,206.500 ,104.725 ,20.637 ,501.850 ,388.250 ,445.000 ,420.500 
100097,24.300 ,10.769 ,38.177 ,673.334 ,37.271 ,9.091 ,28.180 ,15.446 ,21.451 ,31.820 ,15.614 ,1730.371 ,205.229 ,104.457 ,20.966 ,505.600 ,375.200 ,455.771 ,430.657 
100098,24.261 ,11.000 ,38.374 ,680.810 ,37.532 ,8.903 ,28.629 ,15.152 ,21.458 ,31.868 ,15.513 ,1744.097 ,206.065 ,104.871 ,21.158 ,511.548 ,366.645 ,462.548 ,433.516 
100099,24.158 ,11.718 ,40.071 ,677.667 ,37.696 ,8.460 ,29.236 ,15.082 ,21.311 ,31.736 ,15.433 ,1745.000 ,202.655 ,102.509 ,21.322 ,509.073 ,361.145 ,473.236 ,434.145 
100100,24.186 ,12.541 ,41.476 ,685.308 ,38.159 ,7.924 ,30.235 ,22.621 ,21.338 ,31.833 ,15.327 ,1725.984 ,195.238 ,99.730 ,21.830 ,498.683 ,350.762 ,485.429 ,431.540 
100101,24.207 ,12.943 ,42.268 ,687.754 ,38.404 ,7.791 ,30.612 ,25.877 ,21.279 ,31.896 ,15.298 ,1702.446 ,191.036 ,92.929 ,22.043 ,492.768 ,334.732 ,488.339 ,426.107 
100102,24.316 ,12.894 ,42.103 ,686.375 ,38.541 ,7.914 ,30.627 ,15.313 ,21.425 ,31.992 ,15.408 ,1660.762 ,194.349 ,87.397 ,21.898 ,487.778 ,319.714 ,462.730 ,413.762 
100103,24.361 ,12.791 ,41.888 ,686.693 ,38.532 ,8.002 ,30.530 ,15.312 ,21.443 ,32.023 ,15.441 ,1698.821 ,209.875 ,95.571 ,22.795 ,505.393 ,329.179 ,481.750 ,415.161 
100104,24.546 ,13.197 ,42.625 ,687.913 ,38.870 ,7.919 ,30.951 ,17.129 ,21.567 ,32.213 ,15.581 ,1698.746 ,210.524 ,97.444 ,23.238 ,503.952 ,329.683 ,492.841 ,418.032 
100105,24.471 ,13.306 ,43.046 ,677.532 ,38.811 ,7.894 ,30.917 ,22.232 ,23.211 ,32.016 ,15.608 ,1612.683 ,189.730 ,89.286 ,22.771 ,479.937 ,314.175 ,472.937 ,413.222 
100106,24.689 ,13.414 ,43.316 ,671.862 ,39.130 ,8.173 ,30.957 ,23.075 ,22.118 ,32.184 ,15.879 ,1548.696 ,185.286 ,83.268 ,24.582 ,468.964 ,303.821 ,458.589 ,396.929 
100107,24.921 ,13.881 ,44.259 ,668.321 ,39.506 ,8.141 ,31.365 ,31.551 ,22.157 ,32.365 ,16.140 ,1506.175 ,180.222 ,76.667 ,25.200 ,465.508 ,279.825 ,464.984 ,381.730 
100108,24.837 ,13.723 ,44.045 ,658.462 ,39.475 ,8.321 ,31.154 ,32.796 ,22.139 ,32.223 ,16.209 ,1500.411 ,190.375 ,71.250 ,26.709 ,484.482 ,266.464 ,484.482 ,365.768 
100109,24.717 ,13.637 ,43.886 ,651.140 ,39.406 ,8.351 ,31.056 ,32.670 ,22.097 ,32.049 ,16.210 ,1486.540 ,195.302 ,68.127 ,28.419 ,497.683 ,257.238 ,497.683 ,341.714 
100110,24.856 ,12.824 ,42.284 ,646.006 ,39.151 ,8.843 ,30.308 ,32.803 ,21.932 ,32.137 ,16.417 ,1465.413 ,189.952 ,67.222 ,28.659 ,485.905 ,259.079 ,485.905 ,321.349 
100111,25.332 ,10.500 ,37.421 ,636.700 ,38.361 ,10.332 ,28.029 ,31.880 ,18.368 ,32.479 ,17.004 ,1448.393 ,186.732 ,67.339 ,29.441 ,458.554 ,267.250 ,439.000 ,300.946 
100112,23.908 ,12.082 ,40.679 ,685.145 ,37.861 ,8.142 ,29.718 ,15.079 ,21.387 ,31.645 ,15.061 ,1784.816 ,213.526 ,113.974 ,19.050 ,535.132 ,397.816 ,443.553 ,470.658 
100113,24.025 ,11.849 ,40.164 ,683.181 ,37.790 ,8.325 ,29.465 ,15.226 ,20.885 ,31.729 ,15.212 ,1758.056 ,208.389 ,108.792 ,20.929 ,518.708 ,380.694 ,456.111 ,452.597 
100114,23.910 ,12.021 ,40.310 ,690.067 ,37.839 ,8.014 ,29.825 ,14.960 ,20.760 ,31.686 ,15.032 ,1743.875 ,207.264 ,107.903 ,21.122 ,514.931 ,369.778 ,456.444 ,448.181 
100115,23.855 ,12.545 ,41.050 ,699.948 ,38.119 ,7.564 ,30.555 ,14.700 ,20.680 ,31.713 ,14.833 ,1759.703 ,210.234 ,107.406 ,21.205 ,524.656 ,369.922 ,464.313 ,454.047 
100116,23.924 ,12.758 ,41.325 ,701.374 ,38.367 ,7.493 ,30.874 ,14.740 ,20.724 ,31.810 ,14.874 ,1740.347 ,204.417 ,104.361 ,21.533 ,519.167 ,354.861 ,470.819 ,449.319 
100117,24.050 ,12.947 ,41.374 ,708.944 ,38.719 ,7.428 ,31.292 ,14.781 ,21.089 ,32.014 ,14.883 ,1660.264 ,189.556 ,96.903 ,21.776 ,494.611 ,331.889 ,461.528 ,438.875 
100118,24.181 ,13.183 ,41.700 ,713.217 ,39.061 ,7.447 ,31.614 ,14.889 ,21.527 ,32.202 ,14.939 ,1630.500 ,186.594 ,90.688 ,22.134 ,487.781 ,318.016 ,453.328 ,434.859 
