Gridcode,Species,Predicted
100004,Phlox_drummondii,0.169261262
100004,Eustoma_exaltatum,0.369564422
100004,Ipomoea_indica,0.519776788
100004,Helianthus_debilis,0.262271482
100004,Asemeia_violacea,0.223788105
100004,Ipomoea_hederifolia,0.481663695
100004,Coreopsis_tinctoria,0.157015892
100004,Solanum_ptycanthum,0.029003426
100004,Solanum_carolinense,0.39814097
100004,Utricularia_cornuta,0.401942698
100004,Hibiscus_trionum,0.123843611
100004,Helenium_amarum,0.503387273
100004,Viola_tricolor,0.016167747
100004,Sabatia_grandiflora,0.278519199
100004,Solanum_lycopersicum,0.486073104
100004,Oxalis_grandis,0.003842283
100004,Ipomoea_alba,0.797362406
100004,Sisyrinchium_rosulatum,0.356063464
100004,Pinguicula_pumila,0.454165129
100004,Helianthus_annuus,0.544072575
100004,Silene_noctiflora,0.007002896
100004,Solanum_nigrum,0.010221059
100004,Senna_occidentalis,0.39449785
100004,Houstonia_pusilla,0.001172781
100005,Abutilon_theophrasti,0.726186666
100005,Solanum_dulcamara,0.389406851
100005,Ipomoea_purpurea,0.451983518
100005,Solanum_rostratum,0.137868027
100005,Impatiens_pallida,0.284659404
100005,Sabatia_bartramii,0.232321764
100005,Ipomoea_quamoclit,0.830499037
100005,Sabatia_stellaris,0.885495235
100005,Agrostemma_githago,0.020110956
100005,Silene_noctiflora,0.022174272
100005,Anagallis_arvensis,0.597381775
100005,Datura_stramonium,0.544581777
100005,Lobelia_flaccidifolia,0.002017855
100005,Impatiens_capensis,0.171282745
100005,Malva_neglecta,0.351795076
100005,Physalis_pubescens,0.440873005
100005,Hibiscus_moscheutos,0.440898587
100005,Eustoma_exaltatum,0.709996849
100005,Ipomoea_lacunosa,0.247590486
100005,Helianthus_debilis,0.587705855
100005,Sabatia_grandiflora,0.390956539
100005,Ipomoea_alba,0.938455527
100005,Oxalis_corniculata,0.979615371
100005,Helianthus_annuus,0.779957154
100005,Sabatia_brevifolia,0.25801623
100005,Orobanche_uniflora,0.064740812
100005,Utricularia_cornuta,0.547288765
100005,Solanum_americanum,0.915307751
100005,Solanum_nigrum,0.055144319
100005,Phlox_drummondii,0.295311118
100005,Solanum_lycopersicum,0.80557124
100005,Coreopsis_basalis,0.039964545
100005,Ipomoea_coccinea,0.031771736
100005,Sisyrinchium_rosulatum,0.583724889
100005,Viola_bicolor,0.09137953
100005,Rudbeckia_hirta,0.954490314
100005,Chamaecrista_nictitans,0.930443686
100005,Coreopsis_tinctoria,0.4572389
100005,Solanum_carolinense,0.731759467
100005,Pinguicula_pumila,0.436813498
100005,Senna_occidentalis,0.568896631
100005,Hibiscus_trionum,0.408396658
100005,Helenium_amarum,0.608223062
100005,Ipomoea_hederacea,0.498562776
100005,Catharanthus_roseus,0.945497436
100005,Sabatia_angularis,0.032613639
100005,Chamaecrista_fasciculata,0.989688571
100005,Ipomoea_hederifolia,0.69158715
100005,Bidens_vulgata,0.037761231
100005,Ipomoea_indica,0.731074352
100005,Oxalis_grandis,0.019607962
100005,Utricularia_juncea,0.067043893
100005,Solanum_ptycanthum,0.08034728
100005,Houstonia_pusilla,0.003462388
100005,Viola_tricolor,0.038879716
100005,Asemeia_violacea,0.354399693
100005,Physalis_angulata,0.773080952
100006,Abutilon_theophrasti,0.020908226
100006,Sabatia_grandiflora,0.871223671
100006,Sabatia_bartramii,0.700271065
100006,Malva_neglecta,0.008219083
100006,Pinguicula_pumila,0.90997123
100006,Silene_noctiflora,0.001521046
100006,Oxalis_grandis,0.000261562
100006,Sisyrinchium_rosulatum,0.362795408
100006,Sabatia_stellaris,0.79602247
100006,Orobanche_uniflora,0.008009355
100006,Solanum_americanum,0.813199339
100006,Hibiscus_trionum,0.007719577
100006,Ipomoea_alba,0.784886632
100006,Physalis_pubescens,0.251850997
100006,Solanum_lycopersicum,0.184423991
100006,Coreopsis_basalis,0.130740368
100006,Solanum_nigrum,0.001263053
100006,Solanum_dulcamara,0.001132808
100006,Eustoma_exaltatum,0.475456527
100006,Chamaecrista_nictitans,0.655199916
100006,Sabatia_angularis,0.003180003
100006,Solanum_carolinense,0.072736599
100006,Houstonia_pusilla,0.000611088
100006,Senna_occidentalis,0.537152781
100006,Coreopsis_tinctoria,0.036920661
100006,Helenium_amarum,0.336629203
100006,Impatiens_pallida,0.003830848
100006,Hibiscus_moscheutos,0.038150193
100006,Catharanthus_roseus,0.769418763
100006,Solanum_rostratum,0.013919132
100006,Viola_bicolor,0.006500578
100006,Ipomoea_coccinea,0.002399003
100006,Rudbeckia_hirta,0.755939811
100006,Sabatia_brevifolia,0.823113525
100006,Chamaecrista_fasciculata,0.925720792
100006,Ipomoea_hederifolia,0.583918692
100006,Solanum_ptycanthum,0.009063495
100006,Impatiens_capensis,0.00117663
100006,Utricularia_cornuta,0.703624443
100006,Anagallis_arvensis,0.058240433
100006,Viola_tricolor,0.010436239
100006,Ipomoea_lacunosa,0.023046422
100006,Utricularia_juncea,0.19153767
100006,Ipomoea_hederacea,0.066746843
100006,Bidens_vulgata,0.003548703
100006,Helianthus_annuus,0.290832698
100006,Ipomoea_quamoclit,0.748150257
100006,Asemeia_violacea,0.240094921
100006,Physalis_angulata,0.456755905
100006,Phlox_drummondii,0.315618353
100006,Oxalis_corniculata,0.857581145
100006,Ipomoea_purpurea,0.068178884
100006,Agrostemma_githago,0.000964173
100006,Datura_stramonium,0.027209918
100006,Lobelia_flaccidifolia,0.004537922
100006,Helianthus_debilis,0.47480256
100006,Ipomoea_indica,0.745634022
100007,Sabatia_stellaris,0.651578661
100007,Solanum_americanum,0.762866509
100007,Pinguicula_pumila,0.79168295
100007,Malva_neglecta,0.016145691
100007,Solanum_dulcamara,0.002336628
100007,Solanum_lycopersicum,0.194352773
100007,Catharanthus_roseus,0.728965112
100007,Chamaecrista_nictitans,0.682448965
100007,Utricularia_cornuta,0.493464868
100007,Sabatia_grandiflora,0.688008646
100007,Helianthus_annuus,0.290191617
100007,Hibiscus_trionum,0.017187088
100007,Sabatia_angularis,0.006702661
100007,Solanum_nigrum,0.002987055
100007,Physalis_pubescens,0.207143672
100007,Impatiens_capensis,0.002553411
100007,Rudbeckia_hirta,0.710727124
100007,Ipomoea_hederacea,0.104739737
100007,Viola_bicolor,0.015022265
100007,Houstonia_pusilla,0.001254249
100007,Senna_occidentalis,0.476141478
100007,Physalis_angulata,0.455446565
100007,Anagallis_arvensis,0.082982895
100007,Impatiens_pallida,0.006660281
100007,Viola_tricolor,0.012944348
100007,Sabatia_bartramii,0.517340507
100007,Hibiscus_moscheutos,0.065398211
100007,Coreopsis_basalis,0.10397658
100007,Eustoma_exaltatum,0.33346745
100007,Sisyrinchium_rosulatum,0.348739866
100007,Sabatia_brevifolia,0.670908558
100007,Solanum_carolinense,0.143090908
100007,Ipomoea_hederifolia,0.506277601
100007,Solanum_ptycanthum,0.016225049
100007,Phlox_drummondii,0.248287007
100007,Ipomoea_purpurea,0.098428101
100007,Coreopsis_tinctoria,0.052969871
100007,Helenium_amarum,0.429706527
100007,Abutilon_theophrasti,0.035027828
100007,Lobelia_flaccidifolia,0.00523956
100007,Solanum_rostratum,0.019305457
100007,Bidens_vulgata,0.004378336
100007,Chamaecrista_fasciculata,0.910333103
100007,Ipomoea_lacunosa,0.041230935
100007,Datura_stramonium,0.050305302
100007,Ipomoea_quamoclit,0.667991911
100007,Oxalis_grandis,0.00067471
100007,Ipomoea_alba,0.709675675
100007,Orobanche_uniflora,0.013801027
100007,Silene_noctiflora,0.002750696
100007,Asemeia_violacea,0.257167795
100007,Agrostemma_githago,0.001956272
100007,Helianthus_debilis,0.34627716
100007,Utricularia_juncea,0.159230027
100007,Ipomoea_indica,0.605724381
100007,Oxalis_corniculata,0.819704296
100007,Ipomoea_coccinea,0.004551028
100008,Solanum_nigrum,0.017403682
100008,Hibiscus_moscheutos,0.195353198
100008,Solanum_americanum,0.833568968
100008,Impatiens_capensis,0.021059393
100008,Hibiscus_trionum,0.111775978
100008,Utricularia_cornuta,0.504610635
100008,Viola_tricolor,0.026020936
100008,Helianthus_annuus,0.524097774
100008,Phlox_drummondii,0.262663146
100008,Anagallis_arvensis,0.274022717
100008,Senna_occidentalis,0.558465939
100008,Physalis_pubescens,0.307361087
100008,Eustoma_exaltatum,0.584215058
100008,Catharanthus_roseus,0.874104954
100008,Solanum_lycopersicum,0.493150676
100008,Sabatia_grandiflora,0.605731895
100008,Houstonia_pusilla,0.001656455
100008,Physalis_angulata,0.588028998
100008,Coreopsis_tinctoria,0.179871827
100008,Chamaecrista_fasciculata,0.963414968
100008,Impatiens_pallida,0.044515559
100008,Helenium_amarum,0.467098296
100008,Pinguicula_pumila,0.620254363
100008,Ipomoea_hederacea,0.252544654
100008,Viola_bicolor,0.03539244
100008,Bidens_vulgata,0.013640126
100008,Sabatia_bartramii,0.354815663
100008,Rudbeckia_hirta,0.864531938
100008,Datura_stramonium,0.220875893
100008,Chamaecrista_nictitans,0.842151337
100008,Ipomoea_alba,0.880476087
100008,Solanum_carolinense,0.352149691
100008,Sabatia_brevifolia,0.445047185
100008,Orobanche_uniflora,0.036258962
100008,Coreopsis_basalis,0.06265337
100008,Ipomoea_purpurea,0.214670878
100008,Solanum_rostratum,0.057307764
100008,Agrostemma_githago,0.007264981
100008,Asemeia_violacea,0.262256597
100008,Helianthus_debilis,0.493289468
100008,Ipomoea_coccinea,0.010093535
100008,Silene_noctiflora,0.009683456
100008,Solanum_ptycanthum,0.043525437
100008,Oxalis_corniculata,0.923737031
100008,Ipomoea_quamoclit,0.665014233
100008,Ipomoea_hederifolia,0.568630349
100008,Malva_neglecta,0.101560964
100008,Sabatia_stellaris,0.797863307
100008,Ipomoea_lacunosa,0.093034916
100008,Sabatia_angularis,0.009989109
100008,Lobelia_flaccidifolia,0.003113746
100008,Solanum_dulcamara,0.056434052
100008,Utricularia_juncea,0.109317116
100008,Ipomoea_indica,0.672734609
100008,Abutilon_theophrasti,0.267090004
100008,Sisyrinchium_rosulatum,0.385287024
100008,Oxalis_grandis,0.004293106
100009,Viola_tricolor,0.053189884
100009,Catharanthus_roseus,0.92964652
100009,Solanum_americanum,0.91159101
100009,Helianthus_annuus,0.696398866
100009,Helenium_amarum,0.524969715
100009,Pinguicula_pumila,0.621503175
100009,Orobanche_uniflora,0.082491157
100009,Chamaecrista_fasciculata,0.98629493
100009,Bidens_vulgata,0.036991276
100009,Physalis_pubescens,0.363084015
100009,Anagallis_arvensis,0.484028219
100009,Agrostemma_githago,0.01914026
100009,Asemeia_violacea,0.362424362
100009,Physalis_angulata,0.634365331
100009,Hibiscus_moscheutos,0.469526257
100009,Senna_occidentalis,0.54472068
100009,Sabatia_brevifolia,0.439384255
100009,Utricularia_cornuta,0.642577128
100009,Ipomoea_quamoclit,0.724960803
100009,Impatiens_capensis,0.078691406
100009,Sabatia_bartramii,0.412426357
100009,Solanum_rostratum,0.126574973
100009,Hibiscus_trionum,0.287965405
100009,Abutilon_theophrasti,0.546786516
100009,Helianthus_debilis,0.677466488
100009,Silene_noctiflora,0.027235301
100009,Chamaecrista_nictitans,0.93011818
100009,Utricularia_juncea,0.182517364
100009,Solanum_carolinense,0.66791275
100009,Ipomoea_hederifolia,0.608851763
100009,Houstonia_pusilla,0.004044897
100009,Ipomoea_purpurea,0.383083377
100009,Phlox_drummondii,0.344198615
100009,Malva_neglecta,0.27640969
100009,Solanum_nigrum,0.077034386
100009,Viola_bicolor,0.066393575
100009,Oxalis_grandis,0.011701913
100009,Ipomoea_coccinea,0.020377181
100009,Lobelia_flaccidifolia,0.003740077
100009,Oxalis_corniculata,0.964277497
100009,Ipomoea_alba,0.915693194
100009,Sabatia_grandiflora,0.618060297
100009,Datura_stramonium,0.442728769
100009,Eustoma_exaltatum,0.744698662
100009,Solanum_ptycanthum,0.101667163
100009,Coreopsis_tinctoria,0.391507287
100009,Sabatia_angularis,0.018927028
100009,Ipomoea_lacunosa,0.178107137
100009,Ipomoea_indica,0.727576522
100009,Solanum_lycopersicum,0.705287071
100009,Rudbeckia_hirta,0.933028926
100009,Impatiens_pallida,0.150326459
100009,Coreopsis_basalis,0.07830135
100009,Sisyrinchium_rosulatum,0.529682514
100009,Ipomoea_hederacea,0.442522948
100009,Solanum_dulcamara,0.248496799
100009,Sabatia_stellaris,0.910936384
100010,Chamaecrista_fasciculata,0.93785496
100010,Viola_tricolor,0.014647721
100010,Pinguicula_pumila,0.937975709
100010,Impatiens_capensis,0.001674947
100010,Helenium_amarum,0.25950661
100010,Ipomoea_hederifolia,0.737716179
100010,Physalis_angulata,0.493770871
100010,Oxalis_grandis,0.000298385
100010,Sabatia_bartramii,0.76043765
100010,Physalis_pubescens,0.337970207
100010,Ipomoea_alba,0.8947362
100010,Solanum_dulcamara,0.003070431
100010,Ipomoea_lacunosa,0.018357194
100010,Solanum_rostratum,0.018382323
100010,Impatiens_pallida,0.003360414
100010,Ipomoea_purpurea,0.067025457
100010,Helianthus_annuus,0.35293821
100010,Rudbeckia_hirta,0.825550953
100010,Solanum_americanum,0.814217717
100010,Ipomoea_hederacea,0.070414372
100010,Hibiscus_trionum,0.006418615
100010,Silene_noctiflora,0.001439525
100010,Abutilon_theophrasti,0.036760107
100010,Ipomoea_indica,0.855098125
100010,Sabatia_grandiflora,0.957820951
100010,Phlox_drummondii,0.447851419
100010,Ipomoea_quamoclit,0.774089473
100010,Orobanche_uniflora,0.008438897
100010,Utricularia_cornuta,0.842121288
100010,Chamaecrista_nictitans,0.702073275
100010,Anagallis_arvensis,0.052775451
100010,Solanum_nigrum,0.001192784
100010,Helianthus_debilis,0.711079348
100010,Solanum_carolinense,0.05731636
100010,Ipomoea_coccinea,0.002623194
100010,Eustoma_exaltatum,0.678138806
100010,Sabatia_brevifolia,0.89123841
100010,Sisyrinchium_rosulatum,0.414156141
100010,Oxalis_corniculata,0.887557274
100010,Datura_stramonium,0.033204673
100010,Senna_occidentalis,0.717413696
100010,Houstonia_pusilla,0.00077738
100010,Solanum_ptycanthum,0.010151654
100010,Malva_neglecta,0.008159705
100010,Coreopsis_basalis,0.168799456
100010,Solanum_lycopersicum,0.256120764
100010,Lobelia_flaccidifolia,0.005765531
100010,Viola_bicolor,0.005739296
100010,Coreopsis_tinctoria,0.049438163
100010,Asemeia_violacea,0.251320826
100010,Utricularia_juncea,0.245021874
100010,Bidens_vulgata,0.004977752
100010,Sabatia_angularis,0.001730831
100010,Sabatia_stellaris,0.89088888
100010,Agrostemma_githago,0.001017383
100010,Catharanthus_roseus,0.840252496
100010,Hibiscus_moscheutos,0.044063093
100011,Ipomoea_alba,0.584071895
100011,Solanum_americanum,0.706876985
100011,Impatiens_pallida,0.00162451
100011,Viola_tricolor,0.011978014
100011,Impatiens_capensis,0.000713531
100011,Phlox_drummondii,0.275466916
100011,Malva_neglecta,0.004802736
100011,Helianthus_annuus,0.186323729
100011,Physalis_pubescens,0.166958732
100011,Coreopsis_basalis,0.149799821
100011,Sabatia_brevifolia,0.81560212
100011,Helianthus_debilis,0.37255911
100011,Sabatia_grandiflora,0.860900602
100011,Physalis_angulata,0.277873304
100011,Sabatia_bartramii,0.659978826
100011,Pinguicula_pumila,0.894529504
100011,Ipomoea_purpurea,0.051088794
100011,Helenium_amarum,0.249740527
100011,Sabatia_stellaris,0.629433134
100011,Solanum_ptycanthum,0.010454823
100011,Viola_bicolor,0.006134261
100011,Ipomoea_indica,0.570759634
100011,Chamaecrista_nictitans,0.571145073
100011,Ipomoea_hederifolia,0.446774443
100011,Houstonia_pusilla,0.000967345
100011,Chamaecrista_fasciculata,0.845483401
100011,Hibiscus_trionum,0.003972902
100011,Senna_occidentalis,0.458757748
100011,Rudbeckia_hirta,0.633516989
100011,Utricularia_cornuta,0.678558027
100011,Solanum_nigrum,0.001140203
100011,Ipomoea_lacunosa,0.014740842
100011,Ipomoea_quamoclit,0.565669439
100011,Abutilon_theophrasti,0.010051089
100011,Lobelia_flaccidifolia,0.006712205
100011,Sisyrinchium_rosulatum,0.25926364
100011,Coreopsis_tinctoria,0.025015178
100011,Silene_noctiflora,0.001399017
100011,Datura_stramonium,0.018770732
100011,Solanum_carolinense,0.054830241
100011,Sabatia_angularis,0.002334624
100011,Solanum_rostratum,0.010936727
100011,Eustoma_exaltatum,0.280824993
100011,Anagallis_arvensis,0.027442671
100011,Orobanche_uniflora,0.009713431
100011,Hibiscus_moscheutos,0.031926339
100011,Solanum_dulcamara,0.00060469
100011,Bidens_vulgata,0.002850715
100011,Ipomoea_coccinea,0.001956313
100011,Asemeia_violacea,0.206783458
100011,Solanum_lycopersicum,0.095610584
100011,Oxalis_corniculata,0.695235424
100011,Ipomoea_hederacea,0.048641849
100011,Catharanthus_roseus,0.6022598
100011,Agrostemma_githago,0.000849968
100011,Utricularia_juncea,0.273203672
100011,Oxalis_grandis,0.000186643
100012,Phlox_drummondii,0.200567667
100012,Sabatia_bartramii,0.503397961
100012,Helianthus_annuus,0.207520298
100012,Helenium_amarum,0.226491052
100012,Impatiens_capensis,0.001345431
100012,Ipomoea_purpurea,0.062676913
100012,Lobelia_flaccidifolia,0.003905318
100012,Sabatia_grandiflora,0.748116143
100012,Helianthus_debilis,0.293589125
100012,Pinguicula_pumila,0.80552105
100012,Senna_occidentalis,0.376169465
100012,Viola_tricolor,0.013967342
100012,Solanum_americanum,0.694761806
100012,Physalis_pubescens,0.155679503
100012,Hibiscus_trionum,0.008997036
100012,Sabatia_brevifolia,0.643915415
100012,Rudbeckia_hirta,0.648800181
100012,Viola_bicolor,0.007751179
100012,Bidens_vulgata,0.003757581
100012,Impatiens_pallida,0.00320037
100012,Ipomoea_hederifolia,0.327360681
100012,Houstonia_pusilla,0.000752349
100012,Datura_stramonium,0.031854444
100012,Physalis_angulata,0.252492348
100012,Solanum_ptycanthum,0.014856088
100012,Solanum_rostratum,0.014604757
100012,Utricularia_cornuta,0.588347393
100012,Chamaecrista_fasciculata,0.846872459
100012,Coreopsis_basalis,0.090078242
100012,Ipomoea_quamoclit,0.439958022
100012,Ipomoea_coccinea,0.002030783
100012,Abutilon_theophrasti,0.019696078
100012,Sisyrinchium_rosulatum,0.179587282
100012,Orobanche_uniflora,0.014557627
100012,Silene_noctiflora,0.002446315
100012,Utricularia_juncea,0.194803971
100012,Solanum_carolinense,0.070979708
100012,Sabatia_angularis,0.002427221
100012,Oxalis_grandis,0.000351386
100012,Malva_neglecta,0.010337972
100012,Solanum_nigrum,0.002416155
100012,Solanum_lycopersicum,0.11747222
100012,Ipomoea_alba,0.563442127
100012,Ipomoea_lacunosa,0.017872043
100012,Eustoma_exaltatum,0.270621705
100012,Asemeia_violacea,0.154309203
100012,Coreopsis_tinctoria,0.033481987
100012,Solanum_dulcamara,0.001753996
100012,Chamaecrista_nictitans,0.591847926
100012,Anagallis_arvensis,0.043390187
100012,Agrostemma_githago,0.00135584
100012,Catharanthus_roseus,0.597419982
100012,Sabatia_stellaris,0.581675992
100012,Ipomoea_indica,0.459588235
100012,Oxalis_corniculata,0.696674123
100012,Hibiscus_moscheutos,0.041629017
100012,Ipomoea_hederacea,0.061166588
100013,Impatiens_pallida,0.015470228
100013,Helenium_amarum,0.260839274
100013,Chamaecrista_fasciculata,0.919492038
100013,Rudbeckia_hirta,0.801237068
100013,Abutilon_theophrasti,0.122228549
100013,Helianthus_annuus,0.370973674
100013,Pinguicula_pumila,0.642265779
100013,Solanum_americanum,0.752042429
100013,Sabatia_bartramii,0.335531977
100013,Utricularia_cornuta,0.578737237
100013,Impatiens_capensis,0.008561509
100013,Solanum_carolinense,0.183109906
100013,Ipomoea_purpurea,0.130509934
100013,Solanum_rostratum,0.036647547
100013,Viola_bicolor,0.018351304
